stop_area_id,lat,lon,name,osm:STIF:zone,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:alt_name,osm:alt_ref:FR:uic8,osm:alt_uic_ref,osm:amenity,osm:bus,osm:description,osm:line:SNCF,osm:metro,osm:name,osm:name:CIF,osm:name:RATP,osm:name:RER,osm:name:TZen1,osm:name:Tice,osm:name:de,osm:name:es,osm:name:fr,osm:name:it,osm:name:pt,osm:name:ru,osm:network,osm:official_name,osm:old_name,osm:old_name:1889-~1900,osm:old_name:2006-12-15-~2010,osm:old_name:~1900-2006-12-15,osm:old_name:~2010-2012,osm:opening_hours,osm:operator,osm:platforms,osm:public_transport,osm:public_transport:version,osm:rail,osm:railway,osm:ref,osm:ref:FR:RATP,osm:ref:FR:STIF,osm:ref:FR:uic8,osm:ref:structurae,osm:short_name,osm:site,osm:source,osm:source:name,osm:station,osm:subway,osm:train,osm:tram,osm:tramway,osm:type,osm:type:RATP,osm:uic_name,osm:uic_ref,osm:wheelchair,osm:wikidata,osm:wikipedia
StopArea:Relation:1993450,48.8406264,2.5918474,Bibliothèque,,,,,,,,,,,,,Bibliothèque,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993453,48.8380547,2.5930416,Bois de l'Étang - Université,,,,,,,,,,,,,Bois de l'Étang - Université,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993454,48.841969299999995,2.5840199999999998,CROUS,,,,,,,,,,,,,CROUS,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993455,48.841593599999996,2.5840874,CROUS,,,,,,,,,,,,,CROUS,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993456,48.8261234,2.5845559,Collège des Yvris,,,,,,,,,,,,,Collège des Yvris,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993457,48.8257932,2.5846826,Collège des Yvris,,,,,,,,,,,,,Collège des Yvris,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993458,48.8351155,2.5918563999999997,Einstein - Galilée,,,,,,,,,,,,,Einstein - Galilée,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993460,48.836239899999995,2.5858266999999997,Espace Descartes,,,,,,,,,,,,,Espace Descartes,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993463,48.8235483,2.5801157999999997,Les Yvris - Noisy-le-Grand RER,,,,,,,,,,,,,Les Yvris - Noisy-le-Grand RER,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993467,48.8385369,2.5850744,Nobel,,,,,,,,,,,,,Nobel,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993468,48.831396999999996,2.5815256,Rue des Aérostiers,,,,,,,,,,,,,Rue des Aérostiers,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,320,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993469,48.8314472,2.5815334,Rue des Aérostiers,,,,,,,,,,,,,Rue des Aérostiers,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,320,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:1993470,48.8288611,2.5745679,Victor Hugo,,,,,,,,,,,,,Victor Hugo,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,312,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2005030,48.8379798,2.2714928,Pont du Garigliano,,,,,,,,,,,,,Pont du Garigliano,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,yes,,public_transport,,,,,,
StopArea:Relation:2005042,48.8363854,2.2770826,Balard,,,,,,,,,yes,,,,Balard,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,yes,public_transport,,,,,,
StopArea:Relation:2154932,48.8740398,2.2965457,Charles de Gaulle — Étoile (RER),,,,,,,,,,,,,Charles de Gaulle — Étoile (RER),,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2154933,48.8482006,2.3959592,Nation (RER),,,,,,,,,,,,,Nation (RER),,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2225490,48.852728199999994,2.5144785,Neuilly-Plaisance,,,,,,,,,,,,,Neuilly-Plaisance,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,,,,,,,
StopArea:Relation:2227727,48.8988253,2.5740903,Montfermeil — Hôpital Intercommunal,,,,,,,,,,,,,Montfermeil — Hôpital Intercommunal,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,,,,,,,
StopArea:Relation:2231012,48.883185999999995,2.5272786,Gagny,,,,,,,,,,,,,Gagny,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2256402,48.8263331,2.3570569999999997,Tolbiac,,,,,,,,,,,,,Tolbiac,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2261537,48.6345058,2.451993,Évry Val de Seine,,,,,,,,,,,,,Évry Val de Seine,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2278842,48.835752899999996,2.4747505,Place du Général Leclerc,,,,,,,,,,,,,Place du Général Leclerc,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2278844,48.836334099999995,2.4794769,Rue de Beauté,,,,,,,,,,,,,Rue de Beauté,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2280284,48.843257,2.1372288999999998,La Celle-Saint-Cloud,,,,,,,,,,,,,La Celle-Saint-Cloud,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2280899,48.878426,2.6145069999999997,Chelles 2,,,,,,,,,,,,,Chelles 2,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,,,,,,,
StopArea:Relation:2333906,48.8052778,2.4855274,Le Parc de Saint-Maur,,,,,,,,,,,,,Le Parc de Saint-Maur,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,yes,,,,,,,,,,,,,,,,,rer,,,,,
StopArea:Relation:2343337,48.9157459,2.2070113,Salvador Allende,,,,,,,,,,,,,Salvador Allende,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2343372,48.9180346,2.2116393999999997,Marcel Paul,,,,,,,,,,,,,Marcel Paul,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2345397,48.9197439,2.2145902,Louis Rameau,,,,,,,,,,,,,Louis Rameau,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2374749,48.7727627,2.0104452999999998,Observatoire,,,,,,,,,,,,,Observatoire,,,,,,,,,,,,,,,,,,,,SQYBUS,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2375991,48.7624116,2.038521,Lycée Descartes,,,,,,,,,,,,,Lycée Descartes,,,,,,,,,,,,Réseau de Saint-Quentin-en-Yvelines,,,,,,,,SQYBUS,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2378198,48.785339799999996,2.0588895,Droits de l'Homme,,,,,,,,,,,,,Droits de l'Homme,,,,,,,,,,,,Réseau de Saint-Quentin-en-Yvelines,,,,,,,,SQYBUS,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2378199,48.7839609,2.0609745,La Batterie,,,,,,,,,,,,,La Batterie,,,,,,,,,,,,Réseau de Saint-Quentin-en-Yvelines,,,,,,,,SQYBUS,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2531063,49.0107873,2.5596511,Roissypole,,,,,,,,,,,,,Roissypole,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2541001,48.8772089,2.4066015999999997,Porte des Lilas (11),,,,,,,,,,,,,Porte des Lilas (11),,,,,,,,,,,,,,,,,,,,,,stop_area,,,subway,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2541608,48.873856499999995,2.3852637999999997,Pyrénées,,,,,,,,,,,,,Pyrénées,,,,,,,,,,,,,,,,,,,,,,stop_area,,,subway,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2546051,48.8645954,2.3984527,Gambetta (3),,,,,,,,,,,,,Gambetta (3),,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2553823,48.868099699999995,2.4013152,Pelleport,,,,,,,,,,,,,Pelleport,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2553824,48.8716401,2.4040904,Saint-Fargeau,,,,,,,,,,,,,Saint-Fargeau,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2554095,48.8809263,2.3739076999999997,Bolivar,,,,,,,,,,,,,Bolivar,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2554096,48.879492199999994,2.3885837999999997,Botzaris,,,,,,,,,,,,,Botzaris,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2554097,48.8783952,2.3811887,Buttes Chaumont,,,,,,,,,,,,,Buttes Chaumont,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2554098,48.881944399999995,2.3933608,Danube,,,,,,,,,,,,,Danube,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2554100,48.8813781,2.3652954,Louis Blanc (7),,,,,,,,,,,,,Louis Blanc (7),,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2554101,48.8766898,2.3927601999999997,Place des Fêtes,,,,,,,,,,,,,Place des Fêtes,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2554102,48.8799345,2.3990632,Pré Saint-Gervais,,,,,,,,,,,,,Pré Saint-Gervais,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,yes,,,,public_transport,,,,,,
StopArea:Relation:2559313,48.8141751,2.257682,Hôpital Percy,,,,,,,,,,,,,Hôpital Percy,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,survey,,,,,,,public_transport,,,,,,
StopArea:Relation:2559315,48.8254172,2.272767,Mairie d'Issy,,,,,,,,,,,,,Mairie d'Issy,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,survey,,,,,,,public_transport,,,,,,
StopArea:Relation:2559316,48.821236,2.2644251,Place John Fitzgerald Kennedy,,,,,,,,,,,,,Place John Fitzgerald Kennedy,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,survey,,,,,,,public_transport,,,,,,
StopArea:Relation:2562625,48.861401099999995,2.3534683999999997,Rambuteau,,,,,,,,,,,,,Rambuteau,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2572756,48.8488721,2.3969887,Nation (2),,,,,,,,,,,,,Nation (2),,,,,,,,,,,,,,,,,,,,,,stop_area,,,subway,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2572758,48.7530368,2.5052632999999997,Boissy Saint-Léger,4,,,,,,,,,,,,Boissy Saint-Léger,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,8775820,,,
StopArea:Relation:2572759,48.8074477,2.5091696999999997,Champigny,,,,,,,,,,,,,Champigny,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2572760,48.8210037,2.4638619999999998,Joinville-le-Pont,,,,,,,,,,,,,Joinville-le-Pont,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2572761,48.806815,2.4714449999999997,Saint-Maur - Créteil,,,,,,,,,,,,,Saint-Maur - Créteil,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2572762,48.8473177,2.4334903999999997,Vincennes,,,,,,,,,,,,,Vincennes,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2572763,48.8351671,2.4718177,Nogent-sur-Marne RER,,,,,,,,,,,,,Nogent-sur-Marne RER,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2572764,48.7720765,2.5075084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2572765,48.8437078,2.4637379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2572766,48.794489,2.5133069999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2574202,48.8401673,2.3948445,Daumesnil (8),,,,,,,,,,,,,Daumesnil (8),,,,,,,,,,,,,,,,,,,,,,stop_area,,,subway,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2600269,48.843367699999995,2.2224068,Parc de Saint-Cloud,,,,,,,,,,,,,Parc de Saint-Cloud,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2834050,48.9469407,2.257864,Argenteuil,,,,,,,,,,,,,Argenteuil,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2834052,48.9720722,1.8482200999999998,Aubergenville-Élisabethville,,,,,,,,,,,,,Aubergenville-Élisabethville,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2834055,49.0386543,1.5814895,Bonnières-sur-Seine,,,,,,,,,,,J,,Bonnières-sur-Seine,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87415893,,,station,,,,,yes,,,public_transport,,,8741589,,,
StopArea:Relation:2834068,48.990475499999995,2.1617262999999998,Herblay,,,,,,,,,,,,,Herblay,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2834075,48.992514299999996,1.9132992999999998,Les Mureaux,,,,,,,,,,,,,Les Mureaux,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2834077,48.9841852,1.7473668,Limay,,,,,,,,,,,J,,Limay,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87381582,,,station,,,,,yes,,,public_transport,,,8738158,,,
StopArea:Relation:2834089,48.883482799999996,2.2334967999999997,Puteaux,,,,,,,,,,,,,Puteaux,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2834090,48.997338199999994,1.6300006999999999,Rosny-sur-Seine,,,,,,,,,,,J,,Rosny-sur-Seine,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87415885,,,station,,,,,yes,,,public_transport,,,8741588,,,
StopArea:Relation:2834093,48.9311398,2.2603633,Stade,,,,,,,,,,,,,Stade,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2834096,49.0985492,1.9709889999999999,Us,,,,,,,,,,,,,Us,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2834100,48.9814325,1.9827601,Vernouillet - Verneuil,,,,,,,,,,,,,Vernouillet - Verneuil,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2834101,48.9408971,1.9993828,Villennes-Sur-Seine,,,,,,,,,,,,,Villennes-Sur-Seine,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2954804,48.8873104,2.3596117,Département - Marx Dormoy,,,,,,,,,,,,,Département - Marx Dormoy,,DEPARTEMENT - MARX DORMOY,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2954805,48.890267699999995,2.3590879,Ordener - Marx Dormoy,,,,,,,,,,,,,Ordener - Marx Dormoy,,ORDENER - MARX DORMOY,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2954808,48.885079499999996,2.3593617,Place de la Chapelle,,,,,,,,,,,,,Place de la Chapelle,,PLACE DE LA CHAPELLE,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2960515,48.833987,2.3178924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2971750,48.8951467,2.3717010999999997,Crimée - Aubervilliers,1,,,,,,,,,,,,Crimée - Aubervilliers,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2971751,48.8929391,2.3630611,Place Hébert,,,,,,,,,,,,,Place Hébert,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2971752,48.891423599999996,2.3611828999999998,Place de Torcy,,,,,,,,,,,,,Place de Torcy,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2971753,48.894260599999996,2.3656734,Tristan Tzara,,,,,,,,,,,,,Tristan Tzara,,TRISTAN TZARA,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2971754,48.895195199999996,2.3694595,Évangile - Aubervilliers,1,,,,,,,,,,,,Évangile - Aubervilliers,,,,,,,,,,,,Bus,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2971935,48.8868781,2.3613097,Pajol - Département,1,,,,,,,,,,,,Pajol - Département,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2971936,48.8898844,2.3634600999999997,Pajol - Riquet,1,,,,,,,,,,,,Pajol - Riquet,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2971937,48.8881927,2.3621095999999997,Pajol,1,,,,,,,,,,,,Pajol,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2973704,48.8956635,2.359323,Boucry,1,,,,,,,,,,,,Boucry,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2973705,48.8928017,2.3595846,Les Roses,,,,,,,,,,,,,Les Roses,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2978343,48.897586999999994,2.3590397999999997,Porte de la Chapelle,1,,,,,,,,,,,,Porte de la Chapelle,,PORTE DE LA CHAPELLE,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2979829,48.881823499999996,2.3584148,Cail - Demarquay,1,,,,,,,,,,,,Cail - Demarquay,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2979830,48.890543799999996,2.3550507,Pont Marcadet,1,,,,,,,,,,,,Pont Marcadet,,,,,,,,,,,,RATP,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2989342,48.8862829,2.3566228,Saint-Bruno,1,,,,,,,,,,,,Saint-Bruno,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2989489,48.8843209,2.3672269,Stalingrad,,,,,,,,,,,,,Stalingrad,,,,,,,,,,,,RATP,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:2994093,48.8777578,2.3563793,Valenciennes,1,,,,,,,,,,,,Valenciennes,,,,,,,,,,,,RATP,,,,,,,,RATP,,stop_area,,,,,11337299,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3022945,48.428036399999996,2.1449502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3045951,48.4131626,2.0467549,Chalo-Saint-Mars - Creux Chemin,,,,,,,,,,,,,Chalo-Saint-Mars - Creux Chemin,,,,,,,,,,,,Ormont Transport,,,,,,,,Ormont Transport,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3059815,48.8743177,2.5832838,Chelles - Gournay,,,,,,,,,,,,,Chelles - Gournay,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3078773,48.8601211,2.3248382999999997,Musée d'Orsay,,,,,,,,,,,C,,Musée d'Orsay,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87547307,,,station,,,,,yes,,,public_transport,,,8754730,,Q15260427,
StopArea:Relation:3085427,48.860255699999996,2.2939559,Pont de l'Alma,,,,,,,,,,,C,,Pont de l'Alma,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393041,,,station,,,,,yes,,,public_transport,,,8739304,,,
StopArea:Relation:3085432,48.8551143,2.2890315,Champ de Mars - Tour Eiffel,,,,,,,,,,,C,,Champ de Mars - Tour Eiffel,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393058,,,station,,,,,yes,,,public_transport,,,8739305,,,
StopArea:Relation:3085436,48.8298284,2.263248,Issy Val-de-Seine,,,,,,,,,,,C,,Issy Val-de-Seine,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393306,,,station,,,,,yes,,,public_transport,,,8739330,,,
StopArea:Relation:3085437,48.846393899999995,2.2772343999999998,Javel,,,,,,,,,,,C,,Javel,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393066,,,station,,,,,yes,,,public_transport,,,8739306,,,
StopArea:Relation:3085438,48.8390935,2.2702942,Pont du Garigliano - Hôpital européen Georges-Pompidou,,,,,,,,,,,C,,Pont du Garigliano - Hôpital européen Georges-Pompidou,,,,,,,,,,,,Transilien,PONT DU GARIGLIANO - HÔPITAL EUROPEEN GEORGES POMPIDOU,,Javel,Boulevard Victor - Pont du Garigliano,Boulevard Victor,Pont du Garigliano,,SNCF,,stop_area,,,,,,,87393322,,,station,,,,,yes,,,public_transport,,,8739332,,,
StopArea:Relation:3085623,48.8538986,2.3440749999999997,Saint-Michel Notre-Dame,,,,,,,87785436,,,,C,,Saint-Michel Notre-Dame,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87547315,,,station,,,,,yes,,,public_transport,,,8754731,,,
StopArea:Relation:3088589,48.7454842,2.4174857,Les Saules,,,,,,,,,,,C,,Les Saules,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87546226,,,station,,,,,yes,,,public_transport,,,8754622,,,
StopArea:Relation:3088653,48.741837499999995,2.4022494,Orly Ville,,,,,,,,,,,C,,Orly Ville,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87546200,,,station,,,,,yes,,,public_transport,,,8754620,,,
StopArea:Relation:3088689,48.7481021,2.3731468,Pont de Rungis Aéroport d'Orly,,,,,,,,,,,C,,Pont de Rungis Aéroport d'Orly,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87546192,,,station,,,,,yes,,,public_transport,,,8754619,,,
StopArea:Relation:3111752,48.8384682,2.6555869,Torcy RER,,,,,,,,,,,,,Torcy RER,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3132944,48.8654893,2.5644278,Pointe de Gournay,,,,,,,,,,,,,Pointe de Gournay,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3133008,48.8647025,2.4170351,Bagnolet - Galliéni,,,,,,,,,,,,,Bagnolet - Galliéni,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3161302,48.7797087,2.280499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3161308,48.7736169,2.2402745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3161309,48.7793541,2.2613684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3161310,48.7763882,2.2489972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3161311,48.77644,2.257141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
